sectperf,prof_pos,sex,unit,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
HES,OTH,T,FTE,DE	: 	20476 	19919 	19807 	19111 	19188 	19615 	18993 	19132 	19791 b	19258 	19769 	20976 	21675 	21530 	21551 	22110 	21179 	21573 	22472 	22604 	: 	26690 	27130 	23904 b	: 	17332 	: 	17122 b	: 	16311 	: 	15620 	: 	14888 	: 
HES,OTH,T,FTE,DK	2933 e	2938 	2671 	2587 	2419 	2380 	2189 	: 	1505 b	1121 	1115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,EE	173 p	356 	126 	173 	96 	75 	77 	48 	96 	63 	92 	343 	213 	237 	305 	225 	430 	544 	563 	387 	418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,EL	: 	: 	: 	: 	2063 b	: 	: 	: 	: 	: 	2703 	: 	2867 	: 	2753 	: 	3502 	: 	3004 	: 	1774 b	: 	644 	: 	328 	: 	264 	: 	140 	: 	: 	: 	100 	: 	: 	: 
HES,OTH,T,FTE,ES	: 	7256 	7220 	7229 	8342 	7885 	7946 	7688 	7722 	7888 	6568 	5787 	5411 	4069 	3833 	4079 	3396 	3923 	3474 	5426 e	4466 	6050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,FR	: 	13098 	11351 	10486 	10401 	10558 	11145 	11045 	10774 	11122 	11514 	12068 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,HR	425 	292 	325 	306 	329 	324 	355 	367 	385 	290 	290 	515 	475 	1446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,HU	970 	884 	963 	987 	1011 	1081 	1036 	957 	922 	1255 	1032 	1312 	1158 	1306 	1204 	1766 	1580 	1882 	1794 	1472 	1117 	1518 	1570 	1598 	1736 	1715 	1462 	1413 	1345 	1301 	1302 	1245 	1190 	1430 	1157 	790 
HES,OTH,T,FTE,IE	457 e	442 	421 e	595 	513 e	579 	560 	560 	620 e	502 	400 	305 	223 	141 	149 	156 	138 e	134 	139 e	143 	133 e	105 	106 be	86 	75 e	64 	74 e	83 	79 	75 	75 	71 	53 	40 	31 	: 
HES,OTH,T,FTE,IS	135 	85 	83 b	: 	214 b	: 	30 	72 	69 	74 	66 	: 	77 	: 	: 	: 	125 	83 e	80 	: 	48 	65 	63 	65 	56 	29 	29 	: 	25 	: 	31 	: 	28 	: 	25 	: 
HES,OTH,T,FTE,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	2529 	2548 	4818 	4576 	4538 	4753 	5690 	5324 	5412 	6257 	5079 	4724 	4700 	4476 	4414 	4433 	: 
HES,OTH,T,FTE,JP	: 	56519 	56015 	53651 	52139 	49755 	48095 	46656 	44869 	44066 	43270 	42209 	41417 	40903 	40729 	39526 	39458 	38874 	38091 	38118 	38301 	38757 	39604 	39582 	39289 	39430 	38992 	38707 	38780 	39069 	40249 	40020 	40981 	40862 	39969 	: 
HES,OTH,T,FTE,KR	: 	11795 	11050 	12199 	11214 	13032 	11513 	9725 	6656 b	4023 d	4195 d	4064 d	3941 d	3260 d	2710 d	3109 d	4912 d	4111 d	1619 d	1189 d	888 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,LT	: 	: 	: 	: 	569 	1217 	1300 	1339 	1249 	1268 	1020 	836 	754 	868 	864 	741 	639 	657 	645 	935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,LU	23 p	20 	16 	20 	18 	18 	24 	12 	8 e	8 	4 	: 	2 e	: 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,LV	: 	: 	: 	: 	290 	279 	244 	276 	347 	333 	231 	378 	323 	327 	400 	373 	353 	414 	288 	264 	210 	254 	168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,ME	: 	21 	23 	: 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,MK	: 	44 	6 	59 	15 	41 	28 	37 	36 	46 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,MT	98 p	78 	92 	76 	69 	63 	57 	57 	50 	46 	45 	50 	47 	43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,NL	: 	9171 	9046 	8936 	9193 	: 	: 	14414 	14273 	14221 	14377 	14692 	14636 	14629 	14853 	14492 	14465 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,PL	1484 	1321 	1288 	1553 	1495 	1455 	1513 	1430 	1513 	1453 	1616 	2591 	2480 	2693 	2688 	3048 	2749 	2891 	2687 	2196 	2308 	1718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,PT	: 	339 	326 b	226 	244 	507 	638 	505 b	443 	398 e	352 	437 e	522 	509 e	496 	487 e	477 	519 e	562 	450 e	338 b	485 e	479 e	473 	473 e	473 	456 e	439 	473 e	506 	485 e	464 	481 e	499 	: 	: 
HES,OTH,T,FTE,RO	1453 	1592 	1882 	1375 	1482 b	395 	687 	1118 	1435 	956 	868 	800 	1095 	1049 	1056 	795 	612 	3019 	783 	650 	293 	286 	328 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,RS	: 	1620 	1621 	1761 	1753 	1750 	2135 	2276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,RU	19101 	18711 	20067 	21608 	19027 	18229 	18918 	19382 	19849 	19901 	18707 	19151 	19498 	20060 	20025 	19331 	21170 	17890 	19420 	20554 	23563 	24142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,SE	: 	: 	: 	: 	952 	: 	662 	: 	729 	: 	: 	: 	: 	: 	834 	: 	1159 	: 	1107 	: 	1454 	: 	1545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,SI	109 p	78 	94 	129 	133 b	126 	117 	95 	108 	116 	103 	70 	62 	53 	112 	118 	88 	195 	203 	312 	754 	707 	808 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,SK	103 	103 	98 	62 	85 	74 	132 	135 	128 	160 	134 	165 	112 	109 	107 	134 	94 	83 	127 	81 	66 	77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,FTE,UK	0 ep	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23000 	21000 	20000 	19000 	19000 	18000 	18000 	18000 	17000 	17000 	17000 	17000 	17000 	: 
HES,OTH,T,HC,AT	: 	: 	4343 	: 	4184 	: 	4248 	: 	4051 	4152 	: 	4245 	: 	3739 	: 	: 	: 	3708 	: 	: 	: 	: 	3471 	: 	: 	: 	3433 	: 	: 	: 	3147 	: 	: 	: 	: 	: 
HES,OTH,T,HC,BA	: 	733 	322 	196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,BE	: 	: 	: 	: 	4288 	4252 	4161 	4048 	4006 	3925 	3469 	3356 	3297 	3255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,BG	: 	: 	: 	: 	298 	274 	416 	234 	232 	242 	219 	292 	305 	337 	269 	248 	89 	105 	159 	440 	715 	638 	1711 	2968 	2512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,CH	: 	: 	: 	21667 	: 	20620 	: 	18218 	: 	16075 	: 	15525 	: 	15065 	: 	16220 	: 	7841 	: 	13870 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,CY	: 	94 	96 	100 	94 	79 	71 	42 	44 	41 	34 	24 	25 	29 	30 	41 	35 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,CZ	: 	2800 	2992 	1993 	1739 	1865 	1670 	1754 	1755 	1530 	1825 	1265 	1389 	1481 	1443 	1613 	1601 	1602 	1595 	1580 	1470 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,DE	: 	44488 	43934 	42441 	41379 	41522 	42395 	40682 	39889 	41514 	42286 	42360 	43510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,DK	: 	5586 	5365 	5251 	4258 	4672 	4893 	: 	3348 b	2361 	2530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,EE	612 	592 	483 	401 	302 	370 	384 	281 	320 	364 	389 	446 	520 	518 	687 	590 	543 	707 	709 	431 	418 	1940 	1868 	1936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,EL	: 	: 	: 	: 	7171 b	: 	: 	: 	: 	: 	7111 	: 	7007 	: 	6743 	: 	9288 	: 	6607 	: 	4366 	: 	3924 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,ES	: 	18142 	17895 	18747 	22058 	21620 	21732 	21309 	22179 	23210 	19741 	18753 	18551 	16621 	15023 	14428 	12460 	: 	11732 	: 	10231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,FR	: 	: 	23042 	21567 	20712 	21098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,HR	: 	820 	866 	844 	994 	1001 	936 	940 	902 	806 	859 	1743 	1617 	1748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,HU	: 	3328 	3741 	3846 	4066 	4399 	4408 	4431 	4303 	4850 	5679 	6108 	5074 	5107 	4907 	5000 	5005 	5433 	4968 	4068 	4242 	4237 	4302 	4282 	4410 	4574 	4176 	4151 	4027 	3952 	3907 	3871 	4034 	4352 	3954 	3022 
HES,OTH,T,HC,IE	: 	2415 p	3165 e	3255 	3748 e	4241 	4389 	3643 	3850 e	3691 	2800 	2109 	1790 	1503 	1440 	1377 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,IS	485 	: 	268 b	: 	242 b	: 	60 	179 	171 	138 	79 	: 	84 	: 	239 	: 	233 	: 	184 	: 	42 	: 	109 	: 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,JP	: 	56519 	56015 	53651 	52139 	49755 	48095 	46656 	44869 	44066 	43270 	42209 	41417 	40903 	40729 	39526 	39458 	38874 	38091 	38118 	38301 	38757 	39604 	39582 	39289 	39430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,KR	: 	28867 	26168 	29008 	28142 	29952 	29687 	29774 	23188 b	15594 d	13750 d	13496 d	12440 d	9842 d	8844 d	7267 d	8673 d	9023 d	3217 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,LT	: 	: 	: 	: 	1536 	1608 	1827 	1872 	1862 	1824 	1657 	1843 	1391 	1414 	1286 	883 	869 	950 	964 	1284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,LU	: 	: 	20 	25 	22 	22 	29 	20 	9 e	9 	4 	: 	2 e	: 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,LV	: 	: 	: 	: 	504 	461 	434 	559 	590 	525 	359 	486 	417 	389 	451 	456 	482 	529 	369 	305 	284 	352 	214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,ME	: 	250 	212 	: 	235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,MK	: 	: 	: 	110 	62 	105 	155 	184 	203 	261 	150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,MT	293 p	234 	251 	229 	208 	188 	170 	170 	151 	138 	134 	141 	140 	128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,NL	: 	10765 	10624 	10519 	10826 	: 	: 	17504 	17457 	17352 	17525 	18436 	18484 	18428 	18828 	18322 	18206 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,NO	: 	: 	: 	: 	: 	: 	: 	3795 	3684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,PL	: 	4483 	4241 	4172 	3913 	4419 	4812 	4494 	4500 	4737 	5331 	7857 	7354 	6741 	7261 	7194 	6701 	6530 	5967 	5783 	4898 	4387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,PT	: 	437 	429 b	275 	291 	643 	779 	648 b	553 	531 e	508 	626 e	743 	743 e	743 	774 e	804 	815 	826 	719 e	611 	818 e	770 e	741 	738 e	734 	707 e	680 	688 e	696 	677 e	658 	643 e	628 	: 	: 
HES,OTH,T,HC,RO	: 	2418 	2477 	2039 	2959 b	2013 	2933 	2022 	2391 	2092 	1382 	1908 	2601 	1763 	1773 	927 	727 	3054 	883 	943 	295 	311 	356 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,RS	: 	1730 	1799 	1931 	1873 	1858 	2255 	2387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,RU	: 	12009 e	11853 e	13288 e	10077 e	9555 e	9873 e	10086 e	10291 e	9708 e	9731 e	10210 e	10340 e	10781 e	10465 e	8953 	9047 	9514 	10511 	11783 	12547 	14243 	14000 	21600 	31900 	40400 	41700 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,SE	: 	: 	: 	: 	8930 	: 	6357 	: 	7879 	: 	: 	: 	: 	: 	7651 	: 	6350 d	: 	10050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,SI	: 	250 	249 	357 	355 b	341 	345 	319 	336 	348 	318 	232 	194 	254 	375 	387 	370 	637 	682 	1393 	1313 	1191 	1112 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,SK	: 	163 	166 	128 	175 	152 	189 	169 	184 	207 	183 	201 	179 	169 	165 	195 	155 	126 	180 	119 	114 	110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,OTH,T,HC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,AT	: 	: 	4466 	: 	4189 	: 	3831 	: 	3300 	2878 	: 	2454 	: 	1887 	: 	: 	: 	1344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,BA	: 	454 	229 	141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,BE	: 	: 	8108 	7897 	7845 	7615 	7277 	7016 	6434 	6049 	5569 	5329 	4827 	4603 	4482 	4234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,BG	: 	2147 	1937 	1686 	2014 	1630 	1856 	1562 	1478 	1001 	959 	885 	806 	776 	661 	643 	651 	765 	897 	1717 	1689 	1182 	3955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,CY	: 	206 	212 	201 	215 	199 	188 	144 	159 	147 	140 	115 	79 	62 	40 	36 	35 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,CZ	: 	3562 	3534 	3722 	3303 	3306 	3212 	3025 	2762 	2680 	2483 b	1324 	1412 	1473 	1346 	1220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,DE	: 	35759 	35064 	33181 	31585 	29871 	27548 	24588 	22458 	19990 	18273 	15804 	16162 	16367 	15224 	14229 	13714 	: 	12716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,DK	: 	6327 	6347 	5879 	5864 	5267 	4671 	: 	3651 b	3309 	2901 	2708 d	2585 d	2493 bd	1864 d	1683 	1634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,EE	1119 	1130 	1093 	1166 	1068 	953 	1071 	875 	867 	843 	768 	915 	842 	863 	718 	719 	800 	780 	818 	619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,EL	: 	: 	7320 	: 	6102 b	: 	: 	: 	: 	: 	4268 	: 	3392 	: 	3260 	: 	4688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,ES	: 	23949 	23957 	24844 	25800 	26512 	26011 	25357 	23916 	22506 	21872 	20566 	19299 	17537 	18464 	16395 	12089 	: 	11341 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,FR	: 	: 	24676 e	24678 e	24381 e	7088 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,HR	: 	1710 	1771 	1746 	1733 	1800 	1727 	1745 	1579 	1417 	1429 	1637 	1298 	2180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,HU	: 	2249 	2253 	2258 	2199 	2147 	2194 	2141 	2113 	2184 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,IE	: 	3921 p	2299 e	2467 	2339 e	2362 	2393 	2382 	1950 e	1825 	1700 	1597 	1500 	1247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,IS	: 	: 	: 	: 	342 b	: 	461 	288 	276 	285 	243 	: 	234 	: 	189 	: 	175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,IT	: 	20716 	20421 	19369 	18330 	18179 	17624 	15738 	15028 	14453 	13894 b	8969 	8694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2999 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,LT	: 	2758 	2833 	2880 	2966 	3152 	2954 	2933 	2872 	2727 	2551 	2522 	2170 	2003 	2480 	2066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,LU	: 	: 	293 	245 	217 	190 	172 	103 	: 	39 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,LV	: 	1143 	1183 	1314 	1337 	1232 	1259 	1478 	1469 	1267 	1078 	1287 	1184 	1187 	1200 	1136 	786 	687 	590 	565 	620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,ME	: 	106 	94 	: 	102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,MK	: 	: 	: 	360 	297 	324 	207 	234 	261 	268 	273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,MT	114 p	128 	99 	80 	66 	68 	61 	71 	60 	64 	60 	53 	54 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,NL	: 	8628 	8258 	8125 	8040 	: 	7112 	6616 	6133 	5993 	5833 	5468 	5098 	4815 	4513 	4322 	4021 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,PL	: 	17130 	15870 	15821 	16832 	16582 	15683 	16014 	16096 	15339 	16990 	15900 	15381 	: 	: 	24925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,PT	: 	12377 	12874 b	12064 	11735 	11626 	11447 	10963 b	6446 	5866 e	5286 	5015 e	4743 	4451 e	4159 	3984 e	3809 	: 	3390 	: 	2509 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,RO	: 	2893 	3075 	3121 	3252 b	3767 	3438 	3213 	2270 	2590 	2112 	2443 	2172 	1527 	1106 	871 	793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,RS	: 	4181 	4264 	4084 	4118 	3829 	3200 	3123 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,SE	: 	: 	7144 	: 	6511 e	: 	6075 e	: 	5573 	: 	5738 	: 	: 	: 	5305 	: 	4512 	: 	3640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,SI	: 	933 	956 	1014 	1069 b	969 	838 	720 	658 	661 	629 	430 	416 	490 	470 	463 	438 	421 	389 	473 	573 	563 	393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,SK	: 	4091 	4420 	4474 	4705 	4619 	4001 	3647 	3398 	3245 	2741 	2794 	2240 	1967 	2089 	2053 	1702 	1853 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,FTE,TR	: 	17335 	17756 	16893 	14595 	13398 	12663 	12101 	11864 	10458 	9789 	9431 	9079 	6514 	6967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,HC,AT	: 	: 	13412 	: 	12464 	: 	10965 	: 	9465 	8190 	: 	6841 	: 	5216 	: 	: 	: 	3842 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,HC,BA	: 	745 	360 	219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,HC,BE	: 	: 	13139 	12774 	12573 	12093 	11835 	11262 	10580 	9998 	9437 	8921 	7879 	7612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,HC,BG	: 	4146 	3492 	3271 	3189 	2898 	2839 	2210 	2022 	1446 	1451 	1288 	1144 	1087 	992 	875 	1051 	1240 	1421 	2781 	2783 	2801 	7447 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HES,RSE,F,HC,CH	: 	: 	: 	15037 	: 	13326 	: 	11408 	: 	9455 	: 	8370 	: 	7330 	: 	6575 	: 	: 	: 	5200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
